transformer_id,transformer_code,timestamp,load_percentage,voltage_lv,current_a,temperature_c
6a410413-b904-4c69-a5fe-fafeb9825f87,378,2026-08-05T08:00:07.939149+00:00,138.0,340.6,148.7,127.5
6a410413-b904-4c69-a5fe-fafeb9825f87,378,2026-08-05T09:00:07.939149+00:00,131.37,345.1,137.9,118.1
6a410413-b904-4c69-a5fe-fafeb9825f87,378,2026-08-05T10:00:07.939149+00:00,136.7,342.1,145.9,124.2
6a410413-b904-4c69-a5fe-fafeb9825f87,378,2026-08-05T11:00:07.939149+00:00,124.93,346.5,132.7,110.8
6a410413-b904-4c69-a5fe-fafeb9825f87,378,2026-08-05T12:00:07.939149+00:00,118.31,348.5,123.3,104.9
6a410413-b904-4c69-a5fe-fafeb9825f87,378,2026-08-05T13:00:07.939149+00:00,123.76,345.5,128.6,110.0
6a410413-b904-4c69-a5fe-fafeb9825f87,378,2026-08-05T14:00:07.939149+00:00,127.59,347.0,132.5,112.7
6a410413-b904-4c69-a5fe-fafeb9825f87,378,2026-08-05T15:00:07.939149+00:00,135.3,343.4,143.3,122.0
6a410413-b904-4c69-a5fe-fafeb9825f87,378,2026-08-05T16:00:07.939149+00:00,131.14,342.0,139.0,118.8
703f9d3d-9148-41cf-b65a-0795ccdfde37,101073,2026-08-04T17:00:07.939149+00:00,40.66,409.4,56.4,46.8
703f9d3d-9148-41cf-b65a-0795ccdfde37,101073,2026-08-04T18:00:07.939149+00:00,61.88,405.0,86.6,52.7
703f9d3d-9148-41cf-b65a-0795ccdfde37,101073,2026-08-04T19:00:07.939149+00:00,57.3,406.6,80.6,49.8
703f9d3d-9148-41cf-b65a-0795ccdfde37,101073,2026-08-04T20:00:07.939149+00:00,74.42,404.0,107.7,53.8
703f9d3d-9148-41cf-b65a-0795ccdfde37,101073,2026-08-04T21:00:07.939149+00:00,66.31,404.8,95.8,50.6
703f9d3d-9148-41cf-b65a-0795ccdfde37,101073,2026-08-04T22:00:07.939149+00:00,49.42,407.6,69.2,49.9
703f9d3d-9148-41cf-b65a-0795ccdfde37,101073,2026-08-04T23:00:07.939149+00:00,49.8,407.9,71.6,47.0
703f9d3d-9148-41cf-b65a-0795ccdfde37,101073,2026-08-05T00:00:07.939149+00:00,26.31,412.8,38.6,44.1
703f9d3d-9148-41cf-b65a-0795ccdfde37,101073,2026-08-05T01:00:07.939149+00:00,45.12,408.5,63.0,50.0
703f9d3d-9148-41cf-b65a-0795ccdfde37,101073,2026-08-05T02:00:07.939149+00:00,46.7,407.2,65.0,45.5
703f9d3d-9148-41cf-b65a-0795ccdfde37,101073,2026-08-05T03:00:07.939149+00:00,43.52,407.4,63.5,47.5
703f9d3d-9148-41cf-b65a-0795ccdfde37,101073,2026-08-05T04:00:07.939149+00:00,49.71,406.9,70.0,48.9
703f9d3d-9148-41cf-b65a-0795ccdfde37,101073,2026-08-05T05:00:07.939149+00:00,32.62,411.0,45.3,45.1
703f9d3d-9148-41cf-b65a-0795ccdfde37,101073,2026-08-05T06:00:07.939149+00:00,38.16,410.5,53.7,45.3
703f9d3d-9148-41cf-b65a-0795ccdfde37,101073,2026-08-05T07:00:07.939149+00:00,41.6,407.9,60.0,47.8
703f9d3d-9148-41cf-b65a-0795ccdfde37,101073,2026-08-05T08:00:07.939149+00:00,50.7,405.7,73.9,48.5
703f9d3d-9148-41cf-b65a-0795ccdfde37,101073,2026-08-05T09:00:07.939149+00:00,48.54,408.8,68.8,47.1
703f9d3d-9148-41cf-b65a-0795ccdfde37,101073,2026-08-05T10:00:07.939149+00:00,45.36,406.8,65.0,48.0
703f9d3d-9148-41cf-b65a-0795ccdfde37,101073,2026-08-05T11:00:07.939149+00:00,33.58,409.9,49.2,51.0
703f9d3d-9148-41cf-b65a-0795ccdfde37,101073,2026-08-05T12:00:07.939149+00:00,49.5,408.3,68.7,51.7
703f9d3d-9148-41cf-b65a-0795ccdfde37,101073,2026-08-05T13:00:07.939149+00:00,54.5,405.1,76.7,58.3
703f9d3d-9148-41cf-b65a-0795ccdfde37,101073,2026-08-05T14:00:07.939149+00:00,59.03,408.0,81.6,54.1
703f9d3d-9148-41cf-b65a-0795ccdfde37,101073,2026-08-05T15:00:07.939149+00:00,49.56,405.8,70.7,54.4
703f9d3d-9148-41cf-b65a-0795ccdfde37,101073,2026-08-05T16:00:07.939149+00:00,38.3,411.2,53.4,49.4
74046913-2580-4b21-b251-f77e7adfd810,100258,2026-08-04T17:00:07.939149+00:00,55.77,406.6,197.4,39.9
74046913-2580-4b21-b251-f77e7adfd810,100258,2026-08-04T18:00:07.939149+00:00,63.5,403.9,227.1,39.6
74046913-2580-4b21-b251-f77e7adfd810,100258,2026-08-04T19:00:07.939149+00:00,66.65,403.6,236.9,43.0
74046913-2580-4b21-b251-f77e7adfd810,100258,2026-08-04T20:00:07.939149+00:00,76.27,405.1,272.7,42.8
74046913-2580-4b21-b251-f77e7adfd810,100258,2026-08-04T21:00:07.939149+00:00,64.87,404.5,232.8,42.8
74046913-2580-4b21-b251-f77e7adfd810,100258,2026-08-04T22:00:07.939149+00:00,68.69,403.3,245.8,43.7
74046913-2580-4b21-b251-f77e7adfd810,100258,2026-08-04T23:00:07.939149+00:00,47.68,409.8,167.8,38.2
74046913-2580-4b21-b251-f77e7adfd810,100258,2026-08-05T00:00:07.939149+00:00,42.54,409.8,148.4,35.0
74046913-2580-4b21-b251-f77e7adfd810,100258,2026-08-05T01:00:07.939149+00:00,33.01,410.7,116.4,36.1
74046913-2580-4b21-b251-f77e7adfd810,100258,2026-08-05T02:00:07.939149+00:00,26.11,411.1,90.3,34.4
74046913-2580-4b21-b251-f77e7adfd810,100258,2026-08-05T03:00:07.939149+00:00,60.14,404.6,216.3,39.2
74046913-2580-4b21-b251-f77e7adfd810,100258,2026-08-05T04:00:07.939149+00:00,49.87,407.0,177.2,37.6
74046913-2580-4b21-b251-f77e7adfd810,100258,2026-08-05T05:00:07.939149+00:00,36.03,411.3,126.1,35.2
74046913-2580-4b21-b251-f77e7adfd810,100258,2026-08-05T06:00:07.939149+00:00,50.03,405.5,178.5,37.4
74046913-2580-4b21-b251-f77e7adfd810,100258,2026-08-05T07:00:07.939149+00:00,39.78,410.8,138.7,36.3
74046913-2580-4b21-b251-f77e7adfd810,100258,2026-08-05T08:00:07.939149+00:00,46.09,409.1,161.4,37.4
74046913-2580-4b21-b251-f77e7adfd810,100258,2026-08-05T09:00:07.939149+00:00,54.03,405.3,192.5,40.2
74046913-2580-4b21-b251-f77e7adfd810,100258,2026-08-05T10:00:07.939149+00:00,54.68,408.2,193.4,40.5
74046913-2580-4b21-b251-f77e7adfd810,100258,2026-08-05T11:00:07.939149+00:00,38.05,409.5,133.8,40.3
74046913-2580-4b21-b251-f77e7adfd810,100258,2026-08-05T12:00:07.939149+00:00,60.38,405.7,216.2,45.8
74046913-2580-4b21-b251-f77e7adfd810,100258,2026-08-05T13:00:07.939149+00:00,55.05,407.6,196.7,43.0
74046913-2580-4b21-b251-f77e7adfd810,100258,2026-08-05T14:00:07.939149+00:00,41.18,409.8,145.8,41.7
74046913-2580-4b21-b251-f77e7adfd810,100258,2026-08-05T15:00:07.939149+00:00,27.86,412.2,96.4,45.0
74046913-2580-4b21-b251-f77e7adfd810,100258,2026-08-05T16:00:07.939149+00:00,29.43,409.0,102.8,40.6
77c7361a-5844-4390-bcf9-2177cd3c0e39,100246,2026-08-04T17:00:07.939149+00:00,63.37,404.9,178.9,49.0
77c7361a-5844-4390-bcf9-2177cd3c0e39,100246,2026-08-04T18:00:07.939149+00:00,62.45,406.6,178.4,45.7
77c7361a-5844-4390-bcf9-2177cd3c0e39,100246,2026-08-04T19:00:07.939149+00:00,67.79,406.0,192.2,51.9
77c7361a-5844-4390-bcf9-2177cd3c0e39,100246,2026-08-04T20:00:07.939149+00:00,53.85,407.2,151.4,49.1
77c7361a-5844-4390-bcf9-2177cd3c0e39,100246,2026-08-04T21:00:07.939149+00:00,72.26,404.6,206.9,49.6
77c7361a-5844-4390-bcf9-2177cd3c0e39,100246,2026-08-04T22:00:07.939149+00:00,80.79,403.0,232.4,52.0
77c7361a-5844-4390-bcf9-2177cd3c0e39,100246,2026-08-04T23:00:07.939149+00:00,32.37,411.7,91.1,41.4
77c7361a-5844-4390-bcf9-2177cd3c0e39,100246,2026-08-05T00:00:07.939149+00:00,46.81,408.4,134.1,45.6
77c7361a-5844-4390-bcf9-2177cd3c0e39,100246,2026-08-05T01:00:07.939149+00:00,48.23,408.3,137.4,45.2
77c7361a-5844-4390-bcf9-2177cd3c0e39,100246,2026-08-05T02:00:07.939149+00:00,29.21,412.3,79.9,40.4
77c7361a-5844-4390-bcf9-2177cd3c0e39,100246,2026-08-05T03:00:07.939149+00:00,43.93,408.6,125.8,44.2
77c7361a-5844-4390-bcf9-2177cd3c0e39,100246,2026-08-05T04:00:07.939149+00:00,33.18,410.9,91.8,43.7
77c7361a-5844-4390-bcf9-2177cd3c0e39,100246,2026-08-05T05:00:07.939149+00:00,56.65,407.3,162.2,46.2
77c7361a-5844-4390-bcf9-2177cd3c0e39,100246,2026-08-05T06:00:07.939149+00:00,50.82,407.7,142.7,44.9
77c7361a-5844-4390-bcf9-2177cd3c0e39,100246,2026-08-05T07:00:07.939149+00:00,32.23,409.3,92.6,42.6
77c7361a-5844-4390-bcf9-2177cd3c0e39,100246,2026-08-05T08:00:07.939149+00:00,40.04,407.1,115.1,42.6
77c7361a-5844-4390-bcf9-2177cd3c0e39,100246,2026-08-05T09:00:07.939149+00:00,41.97,408.9,118.2,45.2
77c7361a-5844-4390-bcf9-2177cd3c0e39,100246,2026-08-05T10:00:07.939149+00:00,32.99,409.7,91.9,40.8
77c7361a-5844-4390-bcf9-2177cd3c0e39,100246,2026-08-05T11:00:07.939149+00:00,62.87,404.5,180.8,53.2
77c7361a-5844-4390-bcf9-2177cd3c0e39,100246,2026-08-05T12:00:07.939149+00:00,50.72,408.7,141.3,54.4
77c7361a-5844-4390-bcf9-2177cd3c0e39,100246,2026-08-05T13:00:07.939149+00:00,52.96,405.2,152.5,54.6
77c7361a-5844-4390-bcf9-2177cd3c0e39,100246,2026-08-05T14:00:07.939149+00:00,34.24,410.7,94.9,51.1
77c7361a-5844-4390-bcf9-2177cd3c0e39,100246,2026-08-05T15:00:07.939149+00:00,55.8,405.1,159.7,54.4
77c7361a-5844-4390-bcf9-2177cd3c0e39,100246,2026-08-05T16:00:07.939149+00:00,37.75,411.0,104.6,47.6
77dcbde9-a1e1-4b8e-8719-223761161732,100228,2026-08-04T17:00:07.939149+00:00,121.24,345.8,125.5,102.0
77dcbde9-a1e1-4b8e-8719-223761161732,100228,2026-08-04T18:00:07.939149+00:00,136.46,339.0,147.7,118.5
77dcbde9-a1e1-4b8e-8719-223761161732,100228,2026-08-04T19:00:07.939149+00:00,124.98,343.7,133.7,105.2
77dcbde9-a1e1-4b8e-8719-223761161732,100228,2026-08-04T20:00:07.939149+00:00,114.73,352.3,117.8,95.5
77dcbde9-a1e1-4b8e-8719-223761161732,100228,2026-08-04T21:00:07.939149+00:00,119.67,351.5,122.6,99.1
77dcbde9-a1e1-4b8e-8719-223761161732,100228,2026-08-04T22:00:07.939149+00:00,124.28,346.3,128.8,104.2
77dcbde9-a1e1-4b8e-8719-223761161732,100228,2026-08-04T23:00:07.939149+00:00,138.44,338.8,149.5,122.3
77dcbde9-a1e1-4b8e-8719-223761161732,100228,2026-08-05T00:00:07.939149+00:00,114.75,354.4,116.5,95.4
77dcbde9-a1e1-4b8e-8719-223761161732,100228,2026-08-05T01:00:07.939149+00:00,134.6,342.1,144.8,119.3
77dcbde9-a1e1-4b8e-8719-223761161732,100228,2026-08-05T02:00:07.939149+00:00,132.71,341.1,140.1,117.2
77dcbde9-a1e1-4b8e-8719-223761161732,100228,2026-08-05T03:00:07.939149+00:00,120.66,350.6,123.9,101.4
77dcbde9-a1e1-4b8e-8719-223761161732,100228,2026-08-05T04:00:07.939149+00:00,134.18,340.5,141.8,118.2
77dcbde9-a1e1-4b8e-8719-223761161732,100228,2026-08-05T05:00:07.939149+00:00,126.6,347.5,134.5,106.8
77dcbde9-a1e1-4b8e-8719-223761161732,100228,2026-08-05T06:00:07.939149+00:00,121.64,348.0,128.1,101.4
77dcbde9-a1e1-4b8e-8719-223761161732,100228,2026-08-05T07:00:07.939149+00:00,125.6,347.0,133.4,109.4
77dcbde9-a1e1-4b8e-8719-223761161732,100228,2026-08-05T08:00:07.939149+00:00,113.08,350.1,119.1,94.8
77dcbde9-a1e1-4b8e-8719-223761161732,100228,2026-08-05T09:00:07.939149+00:00,131.26,342.3,137.9,112.8
77dcbde9-a1e1-4b8e-8719-223761161732,100228,2026-08-05T10:00:07.939149+00:00,116.0,348.8,119.4,97.4
77dcbde9-a1e1-4b8e-8719-223761161732,100228,2026-08-05T11:00:07.939149+00:00,133.0,343.5,139.5,116.5
77dcbde9-a1e1-4b8e-8719-223761161732,100228,2026-08-05T12:00:07.939149+00:00,114.21,354.8,115.7,93.3
77dcbde9-a1e1-4b8e-8719-223761161732,100228,2026-08-05T13:00:07.939149+00:00,115.68,354.1,117.8,94.7
77dcbde9-a1e1-4b8e-8719-223761161732,100228,2026-08-05T14:00:07.939149+00:00,111.75,350.9,115.3,92.4
77dcbde9-a1e1-4b8e-8719-223761161732,100228,2026-08-05T15:00:07.939149+00:00,138.85,338.1,150.3,122.5
77dcbde9-a1e1-4b8e-8719-223761161732,100228,2026-08-05T16:00:07.939149+00:00,136.93,339.3,145.2,121.7
31a28021-3880-4051-a76d-9c754a392e0f,100325,2026-08-04T17:00:07.939149+00:00,51.75,407.0,182.2,49.9
31a28021-3880-4051-a76d-9c754a392e0f,100325,2026-08-04T18:00:07.939149+00:00,57.11,407.9,203.0,51.8
31a28021-3880-4051-a76d-9c754a392e0f,100325,2026-08-04T19:00:07.939149+00:00,77.22,405.1,274.0,56.4
31a28021-3880-4051-a76d-9c754a392e0f,100325,2026-08-04T20:00:07.939149+00:00,66.09,403.8,234.7,53.5
31a28021-3880-4051-a76d-9c754a392e0f,100325,2026-08-04T21:00:07.939149+00:00,68.97,403.8,245.1,52.3
31a28021-3880-4051-a76d-9c754a392e0f,100325,2026-08-04T22:00:07.939149+00:00,56.94,408.1,201.3,51.9
31a28021-3880-4051-a76d-9c754a392e0f,100325,2026-08-04T23:00:07.939149+00:00,55.15,406.7,195.0,51.2
31a28021-3880-4051-a76d-9c754a392e0f,100325,2026-08-05T00:00:07.939149+00:00,46.46,406.5,166.9,50.9
31a28021-3880-4051-a76d-9c754a392e0f,100325,2026-08-05T01:00:07.939149+00:00,49.03,407.0,175.5,47.8
31a28021-3880-4051-a76d-9c754a392e0f,100325,2026-08-05T02:00:07.939149+00:00,30.31,411.7,107.2,47.2
31a28021-3880-4051-a76d-9c754a392e0f,100325,2026-08-05T03:00:07.939149+00:00,57.05,407.8,202.7,50.2
31a28021-3880-4051-a76d-9c754a392e0f,100325,2026-08-05T04:00:07.939149+00:00,37.29,408.8,130.8,46.6
31a28021-3880-4051-a76d-9c754a392e0f,100325,2026-08-05T05:00:07.939149+00:00,41.78,410.2,146.9,47.2
31a28021-3880-4051-a76d-9c754a392e0f,100325,2026-08-05T06:00:07.939149+00:00,46.44,406.9,163.3,46.3
31a28021-3880-4051-a76d-9c754a392e0f,100325,2026-08-05T07:00:07.939149+00:00,56.54,408.4,198.1,51.6
31a28021-3880-4051-a76d-9c754a392e0f,100325,2026-08-05T08:00:07.939149+00:00,30.58,408.9,109.6,45.7
31a28021-3880-4051-a76d-9c754a392e0f,100325,2026-08-05T09:00:07.939149+00:00,34.19,409.5,120.6,47.2
31a28021-3880-4051-a76d-9c754a392e0f,100325,2026-08-05T10:00:07.939149+00:00,57.22,406.1,204.7,51.3
31a28021-3880-4051-a76d-9c754a392e0f,100325,2026-08-05T11:00:07.939149+00:00,58.63,407.6,207.5,55.9
31a28021-3880-4051-a76d-9c754a392e0f,100325,2026-08-05T12:00:07.939149+00:00,34.55,410.1,120.2,56.8
31a28021-3880-4051-a76d-9c754a392e0f,100325,2026-08-05T13:00:07.939149+00:00,51.65,405.3,183.7,54.6
31a28021-3880-4051-a76d-9c754a392e0f,100325,2026-08-05T14:00:07.939149+00:00,53.27,406.0,191.2,58.3
31a28021-3880-4051-a76d-9c754a392e0f,100325,2026-08-05T15:00:07.939149+00:00,29.68,409.0,103.1,53.2
31a28021-3880-4051-a76d-9c754a392e0f,100325,2026-08-05T16:00:07.939149+00:00,42.0,410.5,146.6,52.5
77e06e47-ae96-4eff-8174-f51ce7deece3,529,2026-08-04T17:00:07.939149+00:00,43.39,410.2,10.5,46.3
77e06e47-ae96-4eff-8174-f51ce7deece3,529,2026-08-04T18:00:07.939149+00:00,61.25,404.4,13.0,46.3
77e06e47-ae96-4eff-8174-f51ce7deece3,529,2026-08-04T19:00:07.939149+00:00,59.14,405.6,13.2,48.2
77e06e47-ae96-4eff-8174-f51ce7deece3,529,2026-08-04T20:00:07.939149+00:00,64.26,404.1,15.0,49.9
77e06e47-ae96-4eff-8174-f51ce7deece3,529,2026-08-04T21:00:07.939149+00:00,53.31,408.0,11.9,44.3
77e06e47-ae96-4eff-8174-f51ce7deece3,529,2026-08-04T22:00:07.939149+00:00,62.85,406.2,14.8,48.3
77e06e47-ae96-4eff-8174-f51ce7deece3,529,2026-08-04T23:00:07.939149+00:00,43.8,407.0,10.5,44.8
77e06e47-ae96-4eff-8174-f51ce7deece3,529,2026-08-05T00:00:07.939149+00:00,57.97,406.5,13.5,44.8
77e06e47-ae96-4eff-8174-f51ce7deece3,529,2026-08-05T01:00:07.939149+00:00,45.92,407.7,9.3,43.3
77e06e47-ae96-4eff-8174-f51ce7deece3,529,2026-08-05T02:00:07.939149+00:00,63.0,404.0,14.6,50.1
77e06e47-ae96-4eff-8174-f51ce7deece3,529,2026-08-05T03:00:07.939149+00:00,55.33,408.7,13.0,47.5
77e06e47-ae96-4eff-8174-f51ce7deece3,529,2026-08-05T04:00:07.939149+00:00,57.94,405.9,14.9,48.2
77e06e47-ae96-4eff-8174-f51ce7deece3,529,2026-08-05T05:00:07.939149+00:00,52.31,407.1,12.1,47.6
77e06e47-ae96-4eff-8174-f51ce7deece3,529,2026-08-05T06:00:07.939149+00:00,62.09,404.8,14.5,49.8
77e06e47-ae96-4eff-8174-f51ce7deece3,529,2026-08-05T07:00:07.939149+00:00,53.73,406.8,13.3,43.6
77e06e47-ae96-4eff-8174-f51ce7deece3,529,2026-08-05T08:00:07.939149+00:00,54.56,407.5,12.8,45.7
77e06e47-ae96-4eff-8174-f51ce7deece3,529,2026-08-05T09:00:07.939149+00:00,51.52,406.9,12.9,43.3
77e06e47-ae96-4eff-8174-f51ce7deece3,529,2026-08-05T10:00:07.939149+00:00,52.71,408.4,13.0,45.3
77e06e47-ae96-4eff-8174-f51ce7deece3,529,2026-08-05T11:00:07.939149+00:00,37.19,410.4,7.6,50.9
77e06e47-ae96-4eff-8174-f51ce7deece3,529,2026-08-05T12:00:07.939149+00:00,49.91,409.1,9.9,49.6
77e06e47-ae96-4eff-8174-f51ce7deece3,529,2026-08-05T13:00:07.939149+00:00,55.03,407.4,13.9,52.5
77e06e47-ae96-4eff-8174-f51ce7deece3,529,2026-08-05T14:00:07.939149+00:00,48.59,408.5,10.8,49.5
77e06e47-ae96-4eff-8174-f51ce7deece3,529,2026-08-05T15:00:07.939149+00:00,39.97,410.3,9.7,51.7
77e06e47-ae96-4eff-8174-f51ce7deece3,529,2026-08-05T16:00:07.939149+00:00,41.1,410.4,8.7,52.0
7d09b9ab-174c-4c73-96f7-0e5fc1131412,100148,2026-08-04T17:00:07.939149+00:00,102.09,379.8,157.2,103.5
7d09b9ab-174c-4c73-96f7-0e5fc1131412,100148,2026-08-04T18:00:07.939149+00:00,97.76,381.5,148.5,100.9
7d09b9ab-174c-4c73-96f7-0e5fc1131412,100148,2026-08-04T19:00:07.939149+00:00,101.06,379.6,153.2,102.7
7d09b9ab-174c-4c73-96f7-0e5fc1131412,100148,2026-08-04T20:00:07.939149+00:00,93.24,380.3,142.7,95.1
7d09b9ab-174c-4c73-96f7-0e5fc1131412,100148,2026-08-04T21:00:07.939149+00:00,93.02,384.9,138.9,98.2
7d09b9ab-174c-4c73-96f7-0e5fc1131412,100148,2026-08-04T22:00:07.939149+00:00,86.7,382.8,128.8,90.4
7d09b9ab-174c-4c73-96f7-0e5fc1131412,100148,2026-08-04T23:00:07.939149+00:00,91.32,384.8,136.4,97.1
7d09b9ab-174c-4c73-96f7-0e5fc1131412,100148,2026-08-05T00:00:07.939149+00:00,96.54,382.4,146.4,98.9
7d09b9ab-174c-4c73-96f7-0e5fc1131412,100148,2026-08-05T01:00:07.939149+00:00,95.72,384.4,144.1,96.8
7d09b9ab-174c-4c73-96f7-0e5fc1131412,100148,2026-08-05T02:00:07.939149+00:00,102.59,376.2,156.6,103.5
7d09b9ab-174c-4c73-96f7-0e5fc1131412,100148,2026-08-05T03:00:07.939149+00:00,88.54,385.6,134.5,95.0
7d09b9ab-174c-4c73-96f7-0e5fc1131412,100148,2026-08-05T04:00:07.939149+00:00,85.39,385.6,128.8,91.8
7d09b9ab-174c-4c73-96f7-0e5fc1131412,100148,2026-08-05T05:00:07.939149+00:00,80.7,387.5,119.6,88.4
7d09b9ab-174c-4c73-96f7-0e5fc1131412,100148,2026-08-05T06:00:07.939149+00:00,93.53,383.4,140.8,97.8
7d09b9ab-174c-4c73-96f7-0e5fc1131412,100148,2026-08-05T07:00:07.939149+00:00,102.89,380.3,155.1,101.3
7d09b9ab-174c-4c73-96f7-0e5fc1131412,100148,2026-08-05T08:00:07.939149+00:00,90.76,381.7,136.6,96.2
7d09b9ab-174c-4c73-96f7-0e5fc1131412,100148,2026-08-05T09:00:07.939149+00:00,93.37,382.8,140.4,96.8
7d09b9ab-174c-4c73-96f7-0e5fc1131412,100148,2026-08-05T10:00:07.939149+00:00,81.53,383.8,122.8,89.6
7d09b9ab-174c-4c73-96f7-0e5fc1131412,100148,2026-08-05T11:00:07.939149+00:00,81.1,385.3,122.8,88.2
7d09b9ab-174c-4c73-96f7-0e5fc1131412,100148,2026-08-05T12:00:07.939149+00:00,94.54,384.7,140.5,99.1
7d09b9ab-174c-4c73-96f7-0e5fc1131412,100148,2026-08-05T13:00:07.939149+00:00,87.12,382.1,132.8,91.2
7d09b9ab-174c-4c73-96f7-0e5fc1131412,100148,2026-08-05T14:00:07.939149+00:00,96.84,383.5,143.9,100.0
7d09b9ab-174c-4c73-96f7-0e5fc1131412,100148,2026-08-05T15:00:07.939149+00:00,101.72,379.3,155.9,101.1
7d09b9ab-174c-4c73-96f7-0e5fc1131412,100148,2026-08-05T16:00:07.939149+00:00,98.3,379.0,150.5,97.9
864c8a1b-9980-48ca-b704-7ac6a322cc37,139,2026-08-04T17:00:07.939149+00:00,34.08,411.2,30.4,37.4
864c8a1b-9980-48ca-b704-7ac6a322cc37,139,2026-08-04T18:00:07.939149+00:00,63.19,407.1,56.4,41.8
864c8a1b-9980-48ca-b704-7ac6a322cc37,139,2026-08-04T19:00:07.939149+00:00,62.01,407.1,55.9,43.0
864c8a1b-9980-48ca-b704-7ac6a322cc37,139,2026-08-04T20:00:07.939149+00:00,74.71,404.2,66.5,47.3
864c8a1b-9980-48ca-b704-7ac6a322cc37,139,2026-08-04T21:00:07.939149+00:00,74.18,402.4,65.4,47.7
864c8a1b-9980-48ca-b704-7ac6a322cc37,139,2026-08-04T22:00:07.939149+00:00,47.92,406.1,41.1,39.5
864c8a1b-9980-48ca-b704-7ac6a322cc37,139,2026-08-04T23:00:07.939149+00:00,63.5,405.7,57.9,41.6
864c8a1b-9980-48ca-b704-7ac6a322cc37,139,2026-08-05T00:00:07.939149+00:00,39.73,407.8,35.1,39.2
864c8a1b-9980-48ca-b704-7ac6a322cc37,139,2026-08-05T01:00:07.939149+00:00,54.82,406.8,48.5,42.4
864c8a1b-9980-48ca-b704-7ac6a322cc37,139,2026-08-05T02:00:07.939149+00:00,52.77,408.7,47.1,42.4
864c8a1b-9980-48ca-b704-7ac6a322cc37,139,2026-08-05T03:00:07.939149+00:00,44.04,409.2,41.0,37.2
864c8a1b-9980-48ca-b704-7ac6a322cc37,139,2026-08-05T04:00:07.939149+00:00,30.88,412.4,27.4,38.9
864c8a1b-9980-48ca-b704-7ac6a322cc37,139,2026-08-05T05:00:07.939149+00:00,46.59,406.4,40.6,38.5
864c8a1b-9980-48ca-b704-7ac6a322cc37,139,2026-08-05T06:00:07.939149+00:00,30.78,411.1,26.1,35.4
864c8a1b-9980-48ca-b704-7ac6a322cc37,139,2026-08-05T07:00:07.939149+00:00,35.16,411.0,31.7,38.4
864c8a1b-9980-48ca-b704-7ac6a322cc37,139,2026-08-05T08:00:07.939149+00:00,44.76,409.1,38.2,37.6
864c8a1b-9980-48ca-b704-7ac6a322cc37,139,2026-08-05T09:00:07.939149+00:00,39.9,410.8,36.6,38.7
864c8a1b-9980-48ca-b704-7ac6a322cc37,139,2026-08-05T10:00:07.939149+00:00,52.79,406.0,48.7,41.6
864c8a1b-9980-48ca-b704-7ac6a322cc37,139,2026-08-05T11:00:07.939149+00:00,50.06,406.3,45.2,49.1
864c8a1b-9980-48ca-b704-7ac6a322cc37,139,2026-08-05T12:00:07.939149+00:00,34.02,411.2,32.0,44.1
864c8a1b-9980-48ca-b704-7ac6a322cc37,139,2026-08-05T13:00:07.939149+00:00,44.76,408.0,40.7,43.2
864c8a1b-9980-48ca-b704-7ac6a322cc37,139,2026-08-05T14:00:07.939149+00:00,35.78,409.4,31.7,43.2
864c8a1b-9980-48ca-b704-7ac6a322cc37,139,2026-08-05T15:00:07.939149+00:00,48.87,407.8,44.7,48.5
864c8a1b-9980-48ca-b704-7ac6a322cc37,139,2026-08-05T16:00:07.939149+00:00,58.06,406.7,51.5,46.9
86bf9c58-a482-4a8f-a2f9-f055eb2fbae5,100146,2026-08-04T17:00:07.939149+00:00,114.41,351.3,939.8,100.6
86bf9c58-a482-4a8f-a2f9-f055eb2fbae5,100146,2026-08-04T18:00:07.939149+00:00,117.29,350.8,963.8,104.1
86bf9c58-a482-4a8f-a2f9-f055eb2fbae5,100146,2026-08-04T19:00:07.939149+00:00,134.32,343.7,1127.6,124.2
86bf9c58-a482-4a8f-a2f9-f055eb2fbae5,100146,2026-08-04T20:00:07.939149+00:00,130.83,345.0,1095.3,116.6
86bf9c58-a482-4a8f-a2f9-f055eb2fbae5,100146,2026-08-04T21:00:07.939149+00:00,110.0,353.9,895.8,94.0
86bf9c58-a482-4a8f-a2f9-f055eb2fbae5,100146,2026-08-04T22:00:07.939149+00:00,128.49,345.7,1071.6,115.5
86bf9c58-a482-4a8f-a2f9-f055eb2fbae5,100146,2026-08-04T23:00:07.939149+00:00,125.33,345.7,1047.2,113.7
86bf9c58-a482-4a8f-a2f9-f055eb2fbae5,100146,2026-08-05T00:00:07.939149+00:00,119.5,352.1,977.9,103.5
86bf9c58-a482-4a8f-a2f9-f055eb2fbae5,100146,2026-08-05T01:00:07.939149+00:00,115.55,352.8,946.2,100.5
86bf9c58-a482-4a8f-a2f9-f055eb2fbae5,100146,2026-08-05T02:00:07.939149+00:00,122.34,350.2,1010.1,109.0
86bf9c58-a482-4a8f-a2f9-f055eb2fbae5,100146,2026-08-05T03:00:07.939149+00:00,138.37,336.0,1190.0,126.7
86bf9c58-a482-4a8f-a2f9-f055eb2fbae5,100146,2026-08-05T04:00:07.939149+00:00,134.84,340.0,1144.1,124.1
86bf9c58-a482-4a8f-a2f9-f055eb2fbae5,100146,2026-08-05T05:00:07.939149+00:00,118.19,351.3,969.8,104.5
86bf9c58-a482-4a8f-a2f9-f055eb2fbae5,100146,2026-08-05T06:00:07.939149+00:00,121.99,345.1,1018.8,106.9
