temperature_c,load_percentage,voltage_lv,current_a,ambient_temperature,age_years,rated_kva,risk_label
33.05,34.74,408.5,491.7,30.0,1,1000,0
115.78,134.29,344.0,1125.1,25.0,8,500,2
54.52,91.87,382.2,140.3,20.0,8,100,1
52.14,59.55,404.5,851.1,35.0,20,1000,0
34.21,63.26,406.9,89.6,20.0,12,100,0
63.99,80.16,389.3,595.0,35.0,10,500,1
75.8,91.67,381.7,140.9,40.0,8,100,1
30.59,58.33,408.0,826.0,20.0,8,1000,0
106.52,110.7,352.2,906.5,40.0,8,500,2
22.48,42.53,409.6,599.4,15.0,8,1000,0
20.86,42.03,409.3,297.7,15.0,3,500,0
38.34,51.96,408.6,733.5,25.0,15,1000,0
38.95,72.02,404.9,104.2,25.0,8,100,0
36.77,49.13,408.3,695.4,20.0,25,1000,0
36.26,43.08,409.5,152.6,20.0,25,250,0
40.27,61.08,407.0,88.4,25.0,15,100,0
134.97,137.43,340.5,583.3,25.0,20,250,2
31.25,22.62,410.6,33.2,30.0,1,100,0
49.65,63.17,405.6,88.5,40.0,5,100,0
32.87,32.45,411.9,115.3,20.0,20,250,0
61.69,86.13,386.6,1285.1,35.0,3,1000,1
92.32,116.38,349.6,963.2,30.0,1,500,2
26.56,55.13,405.7,390.6,20.0,1,500,0
97.25,122.95,345.0,2058.1,25.0,5,1000,2
90.77,127.12,348.0,528.6,15.0,3,250,2
52.39,56.97,408.4,81.8,35.0,20,100,0
38.11,74.13,404.9,529.1,25.0,5,500,0
111.13,138.81,339.9,590.9,20.0,3,250,2
26.21,23.33,412.0,31.6,25.0,1,100,0
53.98,70.89,403.7,101.0,40.0,8,100,0
103.95,110.46,351.7,903.6,20.0,25,500,2
52.14,29.94,412.1,43.2,40.0,20,100,0
46.37,62.86,406.5,89.0,35.0,8,100,0
28.64,63.16,407.1,90.3,15.0,10,100,0
43.02,63.25,406.6,224.5,30.0,12,250,0
89.73,122.85,347.2,205.7,20.0,1,100,2
50.98,70.43,404.4,250.7,40.0,1,250,0
29.98,66.89,405.0,238.3,20.0,1,250,0
47.64,70.94,405.3,101.6,35.0,5,100,0
48.51,32.67,410.8,113.5,40.0,12,250,0
22.47,35.98,408.0,253.2,20.0,1,500,0
39.75,70.02,403.3,251.3,25.0,8,250,0
26.94,56.44,407.8,797.6,20.0,2,1000,0
33.4,41.52,407.0,59.3,20.0,20,100,0
56.3,69.57,404.6,248.8,40.0,15,250,0
44.83,48.28,407.6,66.8,40.0,2,100,0
30.7,72.48,404.7,258.3,15.0,10,250,0
23.54,60.52,407.6,855.5,15.0,1,1000,0
37.29,56.25,406.4,199.1,25.0,10,250,0
51.91,72.89,404.7,260.3,35.0,12,250,0
47.82,43.64,408.0,310.4,40.0,10,500,0
45.5,46.2,409.6,325.3,40.0,3,500,0
23.07,44.57,409.5,63.0,15.0,10,100,0
60.88,83.22,388.0,306.8,35.0,2,250,1
33.83,34.81,410.2,47.4,30.0,3,100,0
27.89,25.87,412.2,36.3,15.0,25,100,0
43.18,28.06,410.8,98.1,40.0,5,250,0
46.63,49.41,407.3,71.9,40.0,3,100,0
114.72,126.43,342.6,1066.1,30.0,12,500,2
46.11,66.73,403.2,238.1,25.0,25,250,0
21.64,25.13,411.5,350.8,20.0,2,1000,0
40.21,67.17,403.8,958.3,30.0,1,1000,0
42.65,27.71,409.8,97.7,40.0,3,250,0
39.53,43.32,406.5,614.1,35.0,3,1000,0
112.01,135.04,341.2,227.5,25.0,3,100,2
39.32,43.69,407.7,155.6,35.0,3,250,0
50.28,30.56,411.8,427.9,40.0,15,1000,0
41.77,51.78,408.7,75.1,35.0,3,100,0
45.94,37.52,409.6,131.4,35.0,15,250,0
46.45,43.48,408.2,61.6,35.0,15,100,0
35.65,51.91,408.2,183.9,25.0,10,250,0
21.88,59.43,407.0,209.2,15.0,1,250,0
46.92,26.96,409.9,190.6,40.0,10,500,0
29.3,59.9,405.5,425.7,15.0,15,500,0
38.68,31.44,408.5,223.0,30.0,15,500,0
79.0,81.52,385.1,612.3,35.0,25,500,1
20.94,47.1,407.8,67.9,15.0,5,100,0
25.21,49.74,406.8,706.9,20.0,2,1000,0
113.57,134.98,338.9,231.6,20.0,10,100,2
45.96,74.07,403.1,266.2,30.0,10,250,0
43.8,38.25,408.2,269.0,40.0,1,500,0
99.12,125.52,348.4,207.4,25.0,2,100,2
38.47,52.31,407.1,184.7,30.0,5,250,0
75.07,102.78,381.5,1552.9,30.0,12,1000,1
44.12,37.32,408.6,52.6,40.0,1,100,0
54.85,97.15,380.5,739.6,20.0,3,500,1
62.18,100.46,381.6,150.2,25.0,2,100,1
39.69,24.82,411.2,350.4,25.0,25,1000,0
35.16,31.95,408.8,113.0,20.0,25,250,0
26.7,24.04,413.0,34.7,20.0,12,100,0
73.2,93.75,380.1,355.1,40.0,3,250,1
48.59,48.92,408.2,691.0,40.0,8,1000,0
48.85,20.54,411.1,29.4,35.0,25,100,0
53.73,39.16,409.3,136.5,40.0,20,250,0
43.06,48.13,409.0,68.3,30.0,15,100,0
34.26,40.98,409.8,59.5,30.0,2,100,0
57.92,70.5,406.1,251.1,35.0,25,250,0
135.93,137.2,338.6,236.1,35.0,15,100,2
44.81,43.48,408.3,154.1,40.0,3,250,0
31.59,53.79,407.0,75.3,25.0,1,100,0
42.07,52.7,406.3,188.9,35.0,2,250,0
37.51,64.34,406.7,914.9,25.0,8,1000,0
92.54,120.23,349.1,1989.5,15.0,12,1000,2
24.62,37.55,408.7,54.0,15.0,15,100,0
108.23,137.74,339.2,1170.6,15.0,8,500,2
76.4,84.39,387.2,313.8,40.0,12,250,1
23.96,32.77,410.6,229.3,20.0,2,500,0
41.89,57.52,405.6,820.4,35.0,2,1000,0
29.1,43.79,409.8,618.4,25.0,1,1000,0
61.74,70.6,404.2,253.5,40.0,25,250,0
54.37,60.92,406.9,87.9,40.0,15,100,0
125.54,126.66,345.8,1059.4,40.0,10,500,2
41.86,28.02,411.6,96.4,40.0,1,250,0
103.67,120.35,349.6,994.4,25.0,10,500,2
53.72,80.56,384.4,1211.2,15.0,20,1000,1
31.8,24.35,410.0,84.5,30.0,1,250,0
67.44,98.94,382.4,749.9,30.0,2,500,1
39.13,69.2,404.6,989.4,20.0,20,1000,0
39.14,41.13,410.0,145.1,30.0,10,250,0
17.71,30.15,410.1,107.2,15.0,1,250,0
105.11,110.23,352.5,905.0,20.0,25,500,2
109.3,134.4,340.3,568.3,25.0,2,250,2
113.74,126.52,342.9,2131.7,35.0,5,1000,2
121.1,127.0,348.1,526.0,35.0,10,250,2
56.87,70.47,403.5,1009.9,40.0,15,1000,0
43.28,24.65,413.1,174.2,40.0,5,500,0
119.33,138.45,341.5,235.2,30.0,2,100,2
99.5,120.35,349.7,992.6,15.0,15,500,2
26.47,36.71,409.5,516.9,20.0,8,1000,0
31.51,51.99,405.5,183.7,25.0,3,250,0
18.56,33.19,410.0,117.8,15.0,3,250,0
26.93,21.57,413.8,302.3,25.0,3,1000,0
58.69,103.64,378.5,787.9,20.0,3,500,1
50.99,21.41,413.5,299.5,40.0,20,1000,0
46.95,56.91,404.7,812.9,40.0,2,1000,0
46.06,47.82,407.4,168.1,35.0,12,250,0
54.18,56.99,406.4,808.9,35.0,25,1000,0
121.44,138.75,336.7,597.0,25.0,8,250,2
69.04,104.46,376.6,398.7,30.0,1,250,1
41.11,65.07,404.6,928.3,25.0,15,1000,0
65.5,88.35,385.7,330.7,30.0,12,250,1
85.06,102.64,377.7,154.1,40.0,12,100,1
87.4,94.26,380.5,358.1,35.0,25,250,1
24.78,40.8,407.4,143.3,20.0,3,250,0
46.02,53.45,408.3,188.1,30.0,20,250,0
98.44,134.1,343.7,1127.8,15.0,1,500,2
89.75,112.33,353.3,459.6,30.0,3,250,2
43.05,42.52,409.4,59.1,35.0,8,100,0
53.08,74.11,403.4,107.5,35.0,15,100,0
41.42,53.24,406.7,377.3,35.0,3,500,0
105.4,120.27,346.3,202.7,35.0,5,100,2
40.91,72.09,405.2,1026.1,25.0,12,1000,0
25.78,48.71,407.4,173.3,15.0,12,250,0
36.03,71.55,403.0,255.7,20.0,12,250,0
42.56,58.52,407.2,828.6,30.0,12,1000,0
129.36,134.6,338.9,570.5,40.0,8,250,2
32.03,36.16,408.3,511.1,25.0,8,1000,0
30.08,25.82,409.3,36.9,25.0,8,100,0
20.35,50.69,409.1,180.8,15.0,1,250,0
44.17,66.58,403.2,95.2,30.0,12,100,0
35.81,66.79,405.8,237.2,25.0,5,250,0
59.25,74.83,405.2,1067.9,40.0,15,1000,0
48.61,28.27,412.1,38.7,35.0,25,100,0
104.47,131.11,345.2,221.0,25.0,1,100,2
41.66,21.6,412.9,150.4,40.0,2,500,0
101.33,125.41,345.6,1049.0,25.0,3,500,2
106.84,130.48,344.1,2187.1,15.0,12,1000,2
26.76,28.08,409.3,198.7,20.0,12,500,0
38.81,41.37,407.5,587.4,25.0,20,1000,0
21.61,21.81,412.7,30.9,20.0,3,100,0
60.36,73.6,402.2,1055.5,40.0,20,1000,0
28.53,53.82,405.0,76.8,20.0,5,100,0
49.32,35.18,408.2,122.9,40.0,12,250,0
40.66,41.68,408.2,588.7,35.0,3,1000,0
49.7,97.24,379.6,148.6,15.0,3,100,1
76.98,86.78,382.4,129.0,35.0,20,100,1
39.37,32.97,409.8,232.5,35.0,3,500,0
36.27,50.34,408.0,713.3,30.0,2,1000,0
24.4,67.92,404.9,96.1,15.0,1,100,0
67.75,104.57,381.3,1583.5,20.0,12,1000,1
21.8,59.89,405.4,853.9,15.0,1,1000,0
51.92,71.46,403.0,1025.9,40.0,2,1000,0
46.64,57.46,407.0,201.9,35.0,12,250,0
27.15,58.88,406.7,207.6,20.0,2,250,0
38.4,57.91,406.7,821.5,25.0,12,1000,0
75.53,87.29,385.7,656.2,40.0,10,500,1
15.67,23.7,411.4,165.2,15.0,1,500,0
39.44,44.46,409.5,315.3,30.0,12,500,0
38.53,28.75,411.7,403.7,30.0,12,1000,0
35.45,42.71,409.0,603.1,30.0,2,1000,0
31.49,27.37,411.2,382.3,25.0,10,1000,0
49.15,54.59,408.0,387.9,35.0,15,500,0
89.08,123.76,344.2,2078.3,15.0,3,1000,2
58.83,102.54,376.5,1569.7,15.0,10,1000,1
32.72,63.03,406.2,446.4,20.0,10,500,0
42.33,21.68,412.1,150.7,35.0,12,500,0
48.54,65.35,405.2,231.7,40.0,1,250,0
22.81,22.46,412.5,78.5,15.0,12,250,0
43.58,30.28,409.8,212.2,30.0,25,500,0
38.73,39.87,409.9,141.2,35.0,2,250,0
31.85,58.14,405.7,84.5,20.0,10,100,0
144.75,138.29,340.3,1171.3,40.0,15,500,2
66.67,101.51,381.3,767.1,15.0,20,500,1
58.19,93.36,379.8,354.5,25.0,3,250,1
74.72,112.14,351.8,186.2,15.0,3,100,2
46.2,51.73,407.3,182.1,35.0,10,250,0
23.81,36.14,410.0,127.2,20.0,3,250,0
50.21,93.5,384.0,1408.5,15.0,5,1000,1
65.31,99.37,380.9,374.0,25.0,8,250,1
62.81,103.78,378.1,1587.5,20.0,8,1000,1
48.17,65.04,403.8,466.6,35.0,8,500,0
24.07,39.39,408.8,139.5,20.0,1,250,0
19.51,37.32,409.0,527.8,15.0,3,1000,0
28.92,61.64,407.1,873.9,20.0,2,1000,0
61.3,85.44,383.8,642.1,35.0,1,500,1
43.3,61.71,404.7,441.0,35.0,2,500,0
32.58,62.96,404.2,900.0,25.0,1,1000,0
33.0,35.7,408.9,48.5,25.0,10,100,0
48.22,48.92,409.7,345.3,40.0,8,500,0
38.33,64.25,406.0,90.4,20.0,20,100,0
103.01,131.86,345.0,549.3,20.0,5,250,2
33.94,35.35,408.9,124.2,30.0,2,250,0
43.55,67.79,406.6,240.8,30.0,10,250,0
66.57,93.8,384.4,351.5,25.0,15,250,1
44.75,85.33,383.0,645.6,15.0,5,500,1
17.14,31.26,409.1,109.5,15.0,2,250,0
55.81,94.86,383.8,354.9,20.0,3,250,1
30.83,55.97,407.4,395.8,20.0,8,500,0
62.12,84.08,386.2,125.5,35.0,2,100,1
29.53,22.74,412.9,77.9,20.0,15,250,0
21.13,37.7,407.5,533.7,15.0,5,1000,0
43.34,56.72,407.9,80.3,35.0,2,100,0
27.22,47.3,408.4,670.0,15.0,15,1000,0
33.56,64.81,403.4,462.2,25.0,1,500,0
59.63,63.12,407.5,91.3,40.0,25,100,0
27.84,20.7,411.1,289.7,25.0,3,1000,0
125.85,132.43,339.4,1129.1,40.0,5,500,2
25.58,49.78,407.7,704.3,15.0,10,1000,0
27.64,35.87,407.7,509.3,20.0,12,1000,0
72.86,104.79,379.8,156.4,30.0,8,100,1
45.6,60.03,404.2,214.1,35.0,5,250,0
64.14,97.3,378.3,369.0,20.0,12,250,1
31.22,74.55,404.1,531.6,20.0,1,500,0
39.22,65.79,405.2,235.2,30.0,3,250,0
22.36,31.6,410.2,109.9,15.0,10,250,0
38.91,41.53,407.9,295.7,35.0,2,500,0
37.96,47.89,407.2,677.8,30.0,5,1000,0
132.51,132.96,343.5,224.4,40.0,10,100,2
41.77,69.84,402.8,1001.2,30.0,5,1000,0
41.25,26.95,410.4,189.8,30.0,20,500,0
54.41,68.84,405.3,491.7,40.0,10,500,0
36.86,29.34,411.1,105.0,30.0,12,250,0
20.7,50.04,406.0,354.1,15.0,3,500,0
68.58,104.46,375.7,803.3,15.0,20,500,1
26.0,47.41,407.0,336.9,20.0,5,500,0
46.56,88.0,383.2,329.9,15.0,5,250,1
72.48,94.81,384.4,1425.7,40.0,1,1000,1
36.86,71.78,402.3,258.5,20.0,15,250,0
43.07,22.02,410.9,311.4,40.0,5,1000,0
122.75,132.34,344.9,219.9,30.0,10,100,2
22.35,33.85,408.2,46.1,15.0,10,100,0
40.36,63.48,403.7,92.8,30.0,5,100,0
23.15,22.67,413.0,318.7,20.0,3,1000,0
60.99,66.34,405.6,235.6,40.0,25,250,0
74.39,98.49,383.2,369.8,35.0,5,250,1
26.75,70.98,404.5,254.1,15.0,5,250,0
111.77,121.61,346.7,503.3,30.0,12,250,2
74.05,92.37,383.7,141.1,30.0,20,100,1
102.27,139.68,340.5,1186.0,15.0,1,500,2
71.33,100.78,377.0,386.3,30.0,8,250,1
25.42,32.45,412.1,44.9,15.0,15,100,0
32.26,22.57,412.4,77.0,25.0,12,250,0
74.34,85.57,387.1,635.5,40.0,12,500,1
34.56,24.1,410.7,339.4,20.0,25,1000,0
30.97,37.85,408.7,533.4,20.0,15,1000,0
71.53,111.87,350.9,1841.8,15.0,1,1000,2
37.89,34.49,410.3,121.1,35.0,1,250,0
89.87,91.8,382.8,695.3,40.0,25,500,1
33.05,28.18,410.2,397.5,30.0,2,1000,0
31.99,57.89,406.2,206.0,25.0,2,250,0
43.28,37.85,408.8,535.9,40.0,1,1000,0
40.05,41.52,407.5,587.0,35.0,5,1000,0
44.1,67.87,403.7,98.9,25.0,20,100,0
92.33,111.75,354.3,182.7,20.0,12,100,2
56.7,66.68,405.6,948.8,40.0,15,1000,0
109.48,133.49,344.1,561.6,20.0,8,250,2
22.1,56.38,406.0,399.9,15.0,1,500,0
47.41,55.58,406.4,394.3,40.0,1,500,0
40.31,63.21,403.6,91.1,25.0,15,100,0
38.56,57.98,407.9,203.8,25.0,12,250,0
30.03,47.82,408.2,338.8,15.0,20,500,0
45.46,61.3,404.3,876.2,30.0,15,1000,0
41.89,66.78,403.3,95.4,30.0,5,100,0
24.42,51.0,407.4,722.9,15.0,10,1000,0
21.68,22.02,411.9,75.7,20.0,2,250,0
41.71,46.17,409.1,653.2,35.0,5,1000,0
49.08,48.82,408.7,172.3,40.0,10,250,0
37.2,66.24,404.1,238.5,15.0,25,250,0
39.94,36.48,410.1,126.9,35.0,5,250,0
33.95,34.41,411.3,241.1,30.0,5,500,0
103.39,125.54,348.6,206.3,30.0,3,100,2
32.63,49.93,409.0,70.5,25.0,5,100,0
37.41,46.97,406.8,664.9,20.0,25,1000,0
33.58,42.06,410.0,57.5,20.0,20,100,0
64.23,93.9,382.4,355.5,15.0,25,250,1
19.51,39.54,407.8,280.5,15.0,3,500,0
101.62,111.83,350.7,920.5,15.0,25,500,2
33.39,61.68,405.1,437.6,25.0,3,500,0
96.77,128.84,341.2,1090.0,15.0,5,500,2
69.17,91.6,381.0,349.9,30.0,12,250,1
56.69,81.03,387.8,303.6,30.0,3,250,1
50.73,85.53,384.5,1282.6,20.0,8,1000,1
47.13,57.53,407.3,204.4,30.0,20,250,0
43.91,90.69,381.9,1373.1,15.0,1,1000,1
30.88,36.44,408.7,129.6,15.0,25,250,0
26.65,40.8,410.1,572.4,15.0,15,1000,0
89.13,98.97,381.8,1497.3,40.0,20,1000,1
31.32,53.28,405.2,191.2,15.0,20,250,0
39.89,44.27,406.7,158.2,35.0,2,250,0
37.45,71.55,405.2,509.4,25.0,3,500,0
34.92,38.16,407.9,136.4,20.0,25,250,0
59.79,66.37,403.5,476.2,40.0,20,500,0
44.69,72.55,404.3,519.7,30.0,8,500,0
39.08,55.24,405.6,80.3,25.0,15,100,0
26.28,26.53,410.7,38.8,15.0,20,100,0
28.8,74.72,402.2,268.8,15.0,5,250,0
26.31,25.99,410.8,90.4,15.0,20,250,0
57.95,82.88,386.0,310.4,25.0,12,250,1
30.13,62.82,404.4,222.8,20.0,5,250,0
34.84,26.37,411.2,36.3,30.0,5,100,0
50.82,84.39,383.9,1271.3,25.0,3,1000,1
22.38,26.47,409.1,375.4,20.0,1,1000,0
125.12,135.24,338.7,231.9,40.0,2,100,2
115.53,130.77,342.4,2204.7,35.0,3,1000,2
29.48,61.91,406.0,881.1,20.0,3,1000,0
80.79,114.02,354.9,184.7,20.0,2,100,2
36.89,52.03,409.1,365.5,30.0,1,500,0
24.85,47.54,406.0,66.9,20.0,1,100,0
31.17,47.32,407.5,165.7,25.0,3,250,0
97.6,130.11,344.6,1091.8,20.0,1,500,2
43.7,63.57,404.9,88.7,35.0,3,100,0
108.18,114.93,349.1,473.5,35.0,10,250,2
26.12,73.51,404.0,524.8,15.0,2,500,0
42.82,65.14,406.5,93.1,30.0,8,100,0
63.08,86.04,387.0,640.5,20.0,20,500,1
118.65,116.7,350.9,1922.2,35.0,20,1000,2
116.25,124.2,344.2,208.0,30.0,15,100,2
33.2,27.87,409.8,195.3,25.0,12,500,0
94.96,124.29,348.1,515.9,20.0,3,250,2
36.69,59.56,406.6,83.3,30.0,1,100,0
72.43,95.79,383.9,146.1,35.0,5,100,1
46.71,61.61,405.9,85.7,35.0,8,100,0
26.42,26.35,411.5,183.0,20.0,10,500,0
36.66,51.96,405.6,74.1,30.0,2,100,0
40.26,69.34,405.8,493.5,25.0,12,500,0
76.73,100.82,382.4,380.1,25.0,20,250,1
51.17,39.35,407.9,277.3,40.0,15,500,0
40.94,21.0,411.8,29.1,40.0,2,100,0
59.96,86.12,385.9,128.9,25.0,12,100,1
35.66,23.62,409.6,35.3,35.0,1,100,0
52.02,88.84,383.1,134.5,25.0,1,100,1
77.35,81.73,386.8,121.0,40.0,15,100,1
37.71,24.34,409.7,341.4,30.0,12,1000,0
72.98,90.35,380.4,340.2,30.0,20,250,1
42.04,65.52,403.6,469.2,20.0,25,500,0
34.3,25.39,409.4,178.1,25.0,15,500,0
54.31,74.67,405.6,531.3,35.0,15,500,0
33.25,66.78,404.0,479.1,20.0,8,500,0
37.95,56.63,408.4,78.2,30.0,3,100,0
34.21,39.26,408.3,56.1,30.0,3,100,0
50.48,40.58,409.3,141.1,35.0,25,250,0
70.14,91.81,380.9,696.0,30.0,12,500,1
83.21,104.77,376.4,1609.9,40.0,5,1000,1
71.34,97.81,382.8,735.8,25.0,15,500,1
35.7,52.94,405.2,188.9,25.0,10,250,0
81.88,100.51,378.9,768.2,40.0,8,500,1
46.87,39.69,409.4,56.0,40.0,8,100,0
88.79,123.97,348.7,2052.4,15.0,3,1000,2
72.66,92.41,385.1,1387.1,40.0,1,1000,1
30.94,42.27,408.4,150.6,20.0,15,250,0
60.24,80.66,385.0,299.4,35.0,3,250,1
27.11,52.63,405.6,188.0,20.0,2,250,0
108.59,128.39,346.9,2135.4,25.0,8,1000,2
121.19,132.85,343.3,2232.7,40.0,2,1000,2
53.91,40.19,407.6,56.9,40.0,20,100,0
27.81,38.27,410.4,55.8,20.0,8,100,0
34.97,71.67,405.4,508.7,20.0,8,500,0
42.49,60.33,407.8,427.9,25.0,20,500,0
46.3,24.4,409.8,173.0,40.0,10,500,0
67.69,87.37,382.5,131.9,35.0,8,100,1
29.52,38.53,409.3,52.7,25.0,3,100,0
22.1,55.86,407.6,196.6,15.0,3,250,0
111.78,139.21,336.0,1194.5,15.0,8,500,2
35.42,49.96,406.5,72.2,30.0,2,100,0
122.54,121.82,345.4,2038.8,25.0,25,1000,2
31.05,74.38,404.5,1061.2,15.0,8,1000,0
41.79,28.23,412.4,198.6,35.0,12,500,0
48.9,69.87,405.8,97.7,35.0,8,100,0
22.69,60.27,407.4,83.7,15.0,1,100,0
107.58,138.11,337.5,237.5,20.0,1,100,2
40.62,33.13,408.7,115.5,35.0,5,250,0
49.19,60.31,406.8,87.3,40.0,2,100,0
63.11,83.22,388.2,1238.9,35.0,3,1000,1
105.29,112.3,355.5,455.2,30.0,15,250,2
42.05,36.04,411.1,506.9,35.0,8,1000,0
71.46,83.84,383.4,127.5,40.0,10,100,1
47.75,33.09,409.7,233.5,40.0,10,500,0
42.08,71.66,404.9,102.5,25.0,12,100,0
23.4,63.83,406.7,904.6,15.0,1,1000,0
26.77,48.75,409.6,342.4,20.0,5,500,0
46.93,73.31,405.4,1045.3,35.0,3,1000,0
39.85,66.41,403.9,951.3,30.0,2,1000,0
32.82,49.42,408.4,349.9,20.0,15,500,0
33.91,39.96,409.7,561.8,25.0,12,1000,0
27.48,23.97,411.5,169.4,20.0,12,500,0
94.9,110.03,351.7,181.9,40.0,1,100,2
127.14,134.53,343.7,564.0,15.0,25,250,2
31.77,41.21,409.5,579.1,20.0,15,1000,0
36.33,22.47,412.7,316.2,25.0,20,1000,0
27.79,23.72,410.2,333.6,20.0,12,1000,0
102.32,130.73,342.1,554.1,15.0,10,250,2
40.8,21.75,413.7,305.5,40.0,1,1000,0
89.45,125.24,347.1,1043.6,15.0,2,500,2
45.18,44.18,409.8,63.4,35.0,12,100,0
60.85,84.85,385.5,318.8,30.0,8,250,1
41.51,74.04,404.4,106.3,25.0,10,100,0
46.74,55.8,407.9,197.9,35.0,12,250,0
37.44,26.96,410.6,190.4,35.0,3,500,0
38.42,63.17,406.7,222.9,30.0,1,250,0
41.61,23.06,410.7,34.2,40.0,1,100,0
84.5,113.25,354.6,920.6,15.0,10,500,2
77.54,91.08,383.3,1374.9,40.0,10,1000,1
48.54,28.14,409.3,41.3,40.0,15,100,0
61.05,62.82,405.1,224.3,40.0,25,250,0
43.86,60.8,407.6,429.8,30.0,12,500,0
41.91,44.07,410.1,62.2,35.0,8,100,0
104.99,122.23,345.7,508.4,35.0,3,250,2
49.87,64.56,404.8,91.2,40.0,2,100,0
88.55,122.32,345.5,510.5,15.0,5,250,2
43.46,45.95,409.4,324.1,35.0,10,500,0
22.72,59.17,406.2,211.9,15.0,1,250,0
56.97,103.56,381.4,158.3,15.0,5,100,1
39.62,56.98,404.7,202.0,30.0,8,250,0
43.22,35.47,410.6,499.8,40.0,3,1000,0
50.72,74.18,404.3,1060.6,35.0,10,1000,0
109.83,123.55,348.0,1025.7,35.0,5,500,2
38.67,67.62,404.6,239.5,25.0,8,250,0
91.29,115.12,349.9,948.2,20.0,10,500,2
50.39,69.67,402.7,500.2,35.0,10,500,0
39.64,42.65,409.5,600.6,35.0,1,1000,0
118.91,123.1,347.2,511.9,35.0,12,250,2
25.0,30.21,411.0,212.3,15.0,15,500,0
35.37,71.11,403.3,255.8,25.0,2,250,0
33.82,29.25,410.9,41.4,30.0,3,100,0
100.92,116.19,349.3,963.1,40.0,1,500,2
47.98,22.91,411.9,80.2,40.0,15,250,0
28.1,34.81,410.7,47.3,20.0,12,100,0
39.8,48.38,409.5,343.1,30.0,12,500,0
27.59,37.57,407.6,533.5,20.0,8,1000,0
87.98,113.7,349.5,937.0,20.0,8,500,2
26.8,58.17,404.7,413.4,20.0,1,500,0
65.92,81.57,388.3,605.6,35.0,10,500,1
18.06,21.81,413.4,151.8,15.0,5,500,0
100.63,133.54,342.1,225.8,20.0,1,100,2
57.16,80.74,384.2,606.6,25.0,10,500,1
30.35,43.59,409.0,613.4,25.0,3,1000,0
26.64,60.36,406.5,856.4,15.0,10,1000,0
109.46,112.42,353.0,919.7,40.0,10,500,2
47.71,41.7,407.4,294.9,40.0,8,500,0
35.74,44.42,406.5,158.0,25.0,15,250,0
47.83,45.73,408.0,63.0,40.0,8,100,0
85.89,113.6,350.8,932.2,25.0,2,500,2
49.85,27.64,412.4,192.0,35.0,25,500,0
37.74,27.74,412.5,388.5,30.0,12,1000,0
29.81,42.21,409.6,58.8,25.0,2,100,0
56.36,47.93,408.5,69.0,40.0,25,100,0
117.07,126.48,344.4,1059.2,30.0,12,500,2
146.13,134.0,343.1,1125.7,35.0,25,500,2
28.07,34.93,407.9,495.0,25.0,2,1000,0
107.44,135.26,340.2,571.4,20.0,5,250,2
100.83,125.14,344.1,523.1,25.0,3,250,2
32.91,74.6,402.3,1069.9,20.0,2,1000,0
39.89,52.84,407.1,749.9,30.0,8,1000,0
24.63,38.79,409.1,547.5,20.0,3,1000,0
64.26,88.14,382.6,330.0,35.0,3,250,1
24.55,53.54,405.5,75.8,15.0,8,100,0
74.37,110.38,355.5,180.4,15.0,3,100,2
25.99,70.54,402.6,252.1,15.0,1,250,0
52.85,46.85,409.6,66.1,35.0,25,100,0
29.95,40.59,409.4,59.0,25.0,5,100,0
33.36,25.02,411.5,351.5,30.0,5,1000,0
26.5,20.91,412.1,293.0,20.0,10,1000,0
52.31,48.43,407.8,170.2,40.0,15,250,0
98.32,131.02,345.0,1097.4,15.0,5,500,2
84.5,82.24,388.0,121.5,40.0,25,100,1
27.94,59.34,406.7,840.4,15.0,10,1000,0
23.64,27.73,410.6,389.2,15.0,15,1000,0
46.75,74.37,403.2,1064.2,25.0,20,1000,0
27.64,73.63,403.8,1051.9,15.0,2,1000,0
24.44,24.77,411.9,174.4,20.0,8,500,0
32.36,35.94,408.4,128.6,25.0,8,250,0
44.23,29.89,409.5,212.1,30.0,25,500,0
29.1,61.39,404.3,877.2,20.0,2,1000,0
24.82,30.87,411.6,433.5,20.0,5,1000,0
93.7,111.96,350.4,458.5,35.0,1,250,2
25.47,60.96,404.2,216.9,15.0,5,250,0
36.41,62.22,407.0,220.0,25.0,8,250,0
40.27,63.53,405.8,451.8,20.0,25,500,0
19.36,33.81,411.0,238.7,15.0,5,500,0
22.32,22.16,412.1,311.9,15.0,12,1000,0
36.92,58.27,407.0,84.3,20.0,20,100,0
47.89,72.91,404.9,257.9,35.0,3,250,0
102.89,110.09,356.4,447.9,35.0,12,250,2
57.58,71.26,406.3,507.4,40.0,15,500,0
26.73,72.61,404.8,101.8,15.0,2,100,0
44.62,42.4,408.1,150.1,40.0,2,250,0
23.19,25.01,409.4,352.4,20.0,5,1000,0
34.33,25.01,412.9,89.0,30.0,5,250,0
30.95,68.16,405.2,96.0,20.0,3,100,0
43.17,55.13,405.7,197.8,30.0,15,250,0
35.2,32.97,408.9,46.8,20.0,25,100,0
44.26,38.47,410.9,54.7,40.0,2,100,0
45.59,48.4,409.6,67.5,40.0,1,100,0
73.6,95.4,381.6,361.4,20.0,25,250,1
49.52,47.03,407.3,168.4,35.0,20,250,0
41.29,72.75,403.2,261.1,25.0,10,250,0
22.21,54.76,406.7,776.8,15.0,2,1000,0
61.68,100.52,378.9,766.9,20.0,10,500,1
28.48,42.94,407.9,59.4,20.0,8,100,0
